,model,accuracy score,F1 score,time,features
2,Random Forest,1.0,1.0,0.09506487846374512,97
3,K-Nearest Neighbors,1.0,1.0,0.9266245365142822,97
4,Linear SVM,1.0,1.0,5.901492357254028,97
0,Logistic Regression,1.0,1.0,0.05916595458984375,98
1,Decision Tree,1.0,1.0,0.011945009231567383,98
2,Random Forest,1.0,1.0,0.09247684478759766,98
3,K-Nearest Neighbors,1.0,1.0,0.9312543869018555,98
4,Linear SVM,1.0,1.0,5.955035209655762,98
0,Logistic Regression,1.0,1.0,0.06181645393371582,99
1,Decision Tree,1.0,1.0,0.011589288711547852,99
2,Random Forest,1.0,1.0,0.09777641296386719,99
3,K-Nearest Neighbors,1.0,1.0,0.9720151424407959,99
4,Linear SVM,1.0,1.0,6.004570960998535,99
0,Logistic Regression,1.0,1.0,0.06369280815124512,100
1,Decision Tree,1.0,1.0,0.014455318450927734,100
2,Random Forest,1.0,1.0,0.0959014892578125,100
3,K-Nearest Neighbors,1.0,1.0,0.9674110412597656,100
4,Linear SVM,1.0,1.0,6.060232877731323,100
0,Logistic Regression,1.0,1.0,0.0586094856262207,101
1,Decision Tree,1.0,1.0,0.011941194534301758,101
2,Random Forest,1.0,1.0,0.09478068351745605,101
3,K-Nearest Neighbors,1.0,1.0,0.9831366539001465,101
4,Linear SVM,1.0,1.0,7.047399282455444,101
0,Logistic Regression,1.0,1.0,0.05586528778076172,102
1,Decision Tree,1.0,1.0,0.011972188949584961,102
2,Random Forest,1.0,1.0,0.09784245491027832,102
3,K-Nearest Neighbors,1.0,1.0,0.9864635467529297,102
4,Linear SVM,1.0,1.0,7.095543384552002,102
0,Logistic Regression,1.0,1.0,0.0568239688873291,103
1,Decision Tree,1.0,1.0,0.012973308563232422,103
2,Random Forest,1.0,1.0,0.09762835502624512,103
3,K-Nearest Neighbors,1.0,1.0,1.0042986869812012,103
4,Linear SVM,1.0,1.0,7.8202736377716064,103
0,Logistic Regression,1.0,1.0,0.06282591819763184,104
1,Decision Tree,1.0,1.0,0.012030839920043945,104
2,Random Forest,1.0,1.0,0.09883713722229004,104
3,K-Nearest Neighbors,1.0,1.0,1.0434775352478027,104
4,Linear SVM,1.0,1.0,8.180899858474731,104
0,Logistic Regression,1.0,1.0,0.06309127807617188,105
1,Decision Tree,1.0,1.0,0.012139320373535156,105
2,Random Forest,1.0,1.0,0.09759712219238281,105
3,K-Nearest Neighbors,1.0,1.0,1.056617259979248,105
4,Linear SVM,1.0,1.0,8.441673517227173,105
0,Logistic Regression,1.0,1.0,0.05698680877685547,106
1,Decision Tree,1.0,1.0,0.012079477310180664,106
2,Random Forest,1.0,1.0,0.09116482734680176,106
3,K-Nearest Neighbors,1.0,1.0,1.0632867813110352,106
4,Linear SVM,1.0,1.0,8.424308061599731,106
0,Logistic Regression,1.0,1.0,0.05719566345214844,107
1,Decision Tree,1.0,1.0,0.012227058410644531,107
2,Random Forest,1.0,1.0,0.09564065933227539,107
3,K-Nearest Neighbors,1.0,1.0,1.0780391693115234,107
4,Linear SVM,1.0,1.0,8.556244373321533,107
0,Logistic Regression,1.0,1.0,0.05994844436645508,108
1,Decision Tree,1.0,1.0,0.012835025787353516,108
2,Random Forest,1.0,1.0,0.09729862213134766,108
3,K-Nearest Neighbors,1.0,1.0,1.0790214538574219,108
4,Linear SVM,1.0,1.0,8.680717945098877,108
0,Logistic Regression,1.0,1.0,0.06030464172363281,109
1,Decision Tree,1.0,1.0,0.012373685836791992,109
2,Random Forest,1.0,1.0,0.09807038307189941,109
3,K-Nearest Neighbors,1.0,1.0,1.1303598880767822,109
4,Linear SVM,1.0,1.0,8.856037139892578,109
0,Logistic Regression,1.0,1.0,0.06053805351257324,110
1,Decision Tree,1.0,1.0,0.012391090393066406,110
2,Random Forest,1.0,1.0,0.10231471061706543,110
3,K-Nearest Neighbors,1.0,1.0,1.1234285831451416,110
4,Linear SVM,1.0,1.0,8.824418544769287,110
0,Logistic Regression,1.0,1.0,0.0681920051574707,111
1,Decision Tree,1.0,1.0,0.012749433517456055,111
2,Random Forest,1.0,1.0,0.09927558898925781,111
3,K-Nearest Neighbors,1.0,1.0,1.1733622550964355,111
4,Linear SVM,1.0,1.0,10.030381441116333,111
0,Logistic Regression,1.0,1.0,0.0555262565612793,112
1,Decision Tree,1.0,1.0,0.01247262954711914,112
2,Random Forest,1.0,1.0,0.10043954849243164,112
3,K-Nearest Neighbors,1.0,1.0,1.182433843612671,112
4,Linear SVM,1.0,1.0,9.83986759185791,112
0,Logistic Regression,1.0,1.0,0.06161355972290039,113
1,Decision Tree,1.0,1.0,0.012762308120727539,113
2,Random Forest,1.0,1.0,0.09481406211853027,113
3,K-Nearest Neighbors,1.0,1.0,1.1914951801300049,113
4,Linear SVM,1.0,1.0,10.15420413017273,113
